Year,Pick,Class,DD Age,Height,Player,Team,Conference,Role,All-Rookie,All-Defense,All-NBA,RAPM,O SOS,D SOS,NET SOS,O Possessions,D Possessions,Games Played,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,NetRtg,eFG,TS,OR,DR,Usg,Ast,Ast/Usg,TO,TOV/Usg,A:U x TO:U,A/TO,Blk,Stl,STOCK%,FC/40,Dunk FGM,Dunk FGA,Dunk%,Dunk Freq,Dunk Ast'd  %,Rim FGM,Rim FGA,Rim%,Rim Freq,rim diff vs T100,Rim Ast'd %,Far2 FGM,Far2 FGA,Far2%,Far2 Freq,Far2 Ast'd %,FTM,FTA,FT%,FTR,2PT FGM,2PT FGA,2PT%,2PT Freq,3PR,3P/100,3PT FGM,3PT FGA,3PT%,Three Ast'd %,TOT FGA,Total Ast'd %,Moreyball,FTA/100,Dunks/100,Rim Attmepts/100,Far 2 Attempts/100,Unassited Rim Makes/100,Unassited Far 2 Makes/100,Unassited 3 Makes/100,Unassited Points/100,Rim:NonRim,vs T100,Games Played vs T100,Min% vs T100,PRPG! vs T100,D-PRPG vs T100,BPM vs T100,OBPM vs T100,DBPM vs T100,ORtg vs T100,D-Rtg vs T100,NetRtg vs T100,eFG vs T100,TS vs T100,OR vs T100,DR vs T100,Usg vs T100,Ast vs T100,Ast/Usg vs T100,TO vs T100,A/TO vs T100,Blk vs T100,Stl vs T100,FTR vs T100,FC/40 vs T100,Dunk FGM vs T100,Dunk FGA vs T100,Dunk% vs T100,Dunk Freq vs T100,Rim FGM vs T100,Rim FGA vs T100,Rim% vs T100,Rim Freq vs T100,Far2 FGM vs T100,Far2 FGA vs T100,Far2% vs T100,Far2 Freq vs T100,FTM vs T100,FTA vs T100,FT% vs T100,2PT FGM vs T100,2PT FGA vs T100,2PT% vs T100,2PT Freq vs T100,3PR vs T100,3P/100 vs T100,3PT FGM vs T100,3PT FGA vs T100,3PT% vs T100,Total FGA vs T100,COMBINE,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME,BMI,PLAYTYPE,off_style_rim_attack,Rim Attack Vol,Rim Attack PPP,_off_style_attack_kick,Attack & Kick Vol,Attack & Kick PPP,pctile_off_style_perimeter_sniper,Ast 3 Vol,Ast 3 PPP,off_style_dribble_jumper_pct,OTD 3 Vol,OTD 3 PPP,off_style_mid_range_pct,Mid Range Vol,Mid Range PPP,pctile_off_style_hits_cutter_pct,Hits Cutter Vol,Hits Cutter PPP,pctile_off_style_perimeter_cut_pct,Perimeter Cutter Vol,Perimeter Cutter PPP,pctile_off_style_pnr_passer_pct,PNR Passer Vol,PNR Passer PPP,pctile_off_style_big_cut_roll_pct,PnR Roller Vol,PnR Roller PPP,pctile_off_style_post_up_pct,Post Up Vol,Post Up PPP,pctile_off_style_post_kick_pct,Inside Out Vol,Inside Out PPP,pctile_off_style_pick_pop_pct,Pick & Pop Vol,Pick & Pop PPP,pctile_off_style_high_low_pct,High Low Vol,High Low PPP,pctile_off_style_reb_scramble_pct,Reb & Scramble Vol,Reb & Scramble PPP,transition_pct,Transition Vol,Transition PPP,pctile_off_style_rim_attack_pct,Rim Attack Vol%,Rim Attack PPP%,pctile_off_style_attack_kick_pct,Attack & Kick Vol%,Attack & Kick PPP%,pctile_off_style_perimeter_sniper_pct,Ast 3 Vol%,Ast 3 PPP%,pctile_off_style_dribble_jumper_pct,OTD 3 Vol%,OTD 3 PPP%,pctile_off_style_mid_range_pct,Mid Range Vol%,Mid Range PPP%,pctile_off_style_hits_cutter_pct.1,Hits Cutter Vol%,Hits Cutter PPP%,pctile_off_style_perimeter_cut_pct.1,Perimeter Cutter Vol%,Perimeter Cutter PPP%,pctile_off_style_pnr_passer_pct.1,PNR Passer Vol%,PNR Passer PPP %,pctile_off_style_big_cut_roll_pct.1,PnR Roller Vol%,PnR Roller PPP%,pctile_off_style_post_up_pct.1,Post Up Vol%,Post Up PPP%,pctile_off_style_post_kick_pct.1,Inside Out Vol%,Inside Out PPP%,pctile_off_style_pick_pop_pct.1,Pick & Pop Vol%,Pick & Pop PPP%,pctile_off_style_high_low_pct.1,High Low Vol%,High Low PPP%,pctile_off_style_reb_scramble_pct.1,Reb & Scramble Vol%,Reb & Scramble PPP%,transition_pct.1,Transition Vol%,Transition PPP%,DOB,stops,pfr,adrtg,adjoe,Hometown,rec_rank,adjusted pace,mp
2019,40,Fr,19.743,79,Robert Woodard,Mississippi St.,SEC,Wing F,No,No,No,,,,,,,34,43.6,1.5,2,4.3,2.8,1.5,111.6,96.1,15.5,50.6,52,9.5,18.1,16.8,7.5,0.446,12.8,0.76,0.34,1.1,3.2,1.8,5,2.5,21,25,0.84,0.16,57.14,45,66,0.682,0.42,4.60%,53.33,16,46,0.348,0.29,43.75,29,50,0.58,32.1,61,112,0.545,0.72,0.282,4.3,12,44,0.273,100,156,58.9,0.702,,,,,,,,,0.73,,25,43.6,1.6,2.1,5.4,3.5,1.8,110.5,95.3,15.2,52.6,53.4,9.6,19.1,16.9,6.1,0.361,13.4,0.8,3.3,2.1,29.6,2.4,13,17,0.765,0.15,35,55,0.636,0.48,9,26,0.346,0.23,19,34,0.559,44,81,0.543,0.7,29.6,4.5,11,34,0.324,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-09-22,110.599,2.5,96.0613,111.786,"Columbus, OH",87.6,,17.5588
2019,40,Sr,22.4016,79,Justin James,Wyoming,MWC,Wing G,No,No,No,,,,,,,31,95,3.3,3.5,2.7,3,-0.2,95.5,103.1,-7.6,45.5,51.5,3.2,22.4,36.3,33,0.909,17.3,0.48,0.44,1.1,1.6,2.2,3.8,2.3,25,27,0.926,0.05,28,102,169,0.604,0.31,-0.10%,20.59,73,214,0.341,0.39,13.7,193,260,0.742,47.6,175,383,0.457,0.7,0.299,7.8,49,163,0.301,46.94,546,24.11,0.609,,,,,,,,,0.45,,8,93.1,3.3,3.5,3.4,4,-0.5,92,102.2,-10.2,43.8,48.7,3.3,22.3,35.7,38.8,1.087,15.4,1.3,1.6,1.4,38.4,2.4,5,5,1,0.04,23,38,0.605,0.28,21,57,0.368,0.41,38,53,0.717,44,95,0.463,0.69,31.2,8.4,11,43,0.256,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-24,254.358,2.3,103.134,112.544,"Port Saint Lucie, FL",23,,36.1111
2019,44,Fr,19.5925,86,Bol Bol,Oregon,P12,PF/C,No,No,No,,,,,,,9,17.6,4.7,4.9,12.3,8.3,4,116.5,82.5,34,61,63.2,9.7,29,30.4,9.5,0.312,13.5,0.44,0.14,0.5,12.9,1.8,14.7,2.2,15,18,0.833,0.14,66.67,39,54,0.722,0.41,2.20%,53.85,22,53,0.415,0.4,63.64,28,37,0.757,28,61,107,0.57,0.81,0.189,5.7,13,25,0.52,100,132,64.86,0.599,,,,,,,,,0.69,,3,11.2,6.7,5.3,16.9,11.7,5.2,121.1,81.1,40,58.3,62.3,14.2,17.7,30.2,9.5,0.315,11,0.6,18.5,2.6,42.9,1.3,6,6,1,0.14,14,20,0.7,0.48,6,14,0.429,0.33,14,18,0.778,20,34,0.588,0.81,19,5.3,3,8,0.375,42,,C,84.75,7' 0.75'',86.5,7' 2.5'',208,91,7' 7'',115.5,9' 7.5'',7.1,9.25,9.5,,,,,,,20.35819389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-11-16,68.8772,2.2,82.4762,132.487,"Olathe, KS",99.4,,31.8824
2019,44,Fr,20.8738,80,Kessler Edwards,Pepperdine,WCC,Stretch 4,No,No,No,,,,,,,33,73.2,1.4,2.7,1.7,1.1,0.6,104.7,102.4,2.3,54.2,56.2,5.1,17.4,17.1,5.9,0.345,16,0.94,0.32,0.7,3.9,2.2,6.1,3.2,10,13,0.769,0.05,60,49,74,0.662,0.28,16.20%,55.1,21,59,0.356,0.22,66.67,44,62,0.71,23.4,70,133,0.526,0.5,0.498,7.7,49,132,0.371,97.96,265,74.79,0.778,,,,,,,,,0.39,,10,72.3,0.6,2.6,-1.7,-1.3,-0.3,89.7,103.6,-13.9,43.3,46.4,4.9,13.6,19.1,5.9,0.309,16.2,0.6,2.8,2.5,19.1,3.5,3,6,0.5,0.07,15,30,0.5,0.34,7,23,0.304,0.26,13,17,0.765,22,53,0.415,0.6,40.4,7,11,36,0.306,89,,PF,79,6'7.0'',80,6'8.0'',203,83.25,6'11.25'',106,8'10.0'',4.3,8.5,8.25,,28,37,11.3,3.25,3.38,22.86636757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-08-09,198.66,3.2,102.415,101.215,"Rancho Cucamonga, CA",43.2,,31.2286
2019,46,Fr,21.6295,80,Dalano Banton,Western Kentucky,CUSA,Stretch 4,No,No,No,,,,,,,31,34,-0.2,1.6,-0.3,-1.4,1,83.7,98.2,-14.5,44.3,46.6,4,17.7,19.6,25.9,1.321,32.8,1.67,2.21,1.3,3.9,1.7,5.6,2.3,5,5,1,0.05,40,24,31,0.774,0.32,2.40%,29.17,7,29,0.241,0.3,14.29,19,33,0.576,34,31,60,0.517,0.62,0.381,4.6,8,37,0.216,100,97,41.03,0.701,,,,,,,,,0.47,,9,56.8,-0.3,3,0.3,-1.2,1.4,79.9,94.7,-14.8,42.6,43.5,3.2,20.9,19,28.7,1.511,33,1.4,3.6,1.5,21.3,2.3,1,1,1,0.02,9,12,0.75,0.26,2,16,0.125,0.34,5,10,0.5,11,28,0.393,0.6,40.4,4.8,6,19,0.316,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-11-07,94.0674,2.3,98.2277,84.5188,"Toronto, ON",81.8,,15.129
2019,50,Fr,20.1948,83,Filip Petrusev,Gonzaga,WCC,PF/C,No,No,No,,,,,,,32,24.7,1.8,1.6,5.2,3.1,2,125.9,89.4,36.5,59.4,66.3,7.6,17.9,22.7,4.5,0.198,13.5,0.59,0.12,0.5,4.1,0.8,4.9,5.4,10,11,0.909,0.09,90,48,63,0.762,0.52,2.30%,75,10,28,0.357,0.23,70,64,75,0.853,61.5,59,92,0.641,0.75,0.246,4.6,9,30,0.3,100,122,77.61,0.766,,,,,,,,,1.09,,12,19.1,1.9,1.2,6.2,5,1.2,129.7,97.5,32.2,63.4,66,8.6,16,19.5,2.7,0.138,9,0.5,3,0.4,46.3,4.9,2,2,1,0.05,17,23,0.739,0.56,3,7,0.429,0.17,14,19,0.737,20,30,0.667,0.73,26.8,4.8,4,11,0.364,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-04-15,74.7448,5.4,89.4296,132.4,"Belgrade, Serbia",85,,33.9394
2019,50,Sr,23.034,79,Jarrell Brantley,Charleston,CAA,Stretch 4,No,No,No,,,,,,,32,84.4,3.9,3.8,5.1,3.9,1.1,111.6,97.4,14.2,54.8,58.7,6.6,23.8,29.9,15.4,0.515,15.4,0.52,0.27,0.9,3,2.4,5.4,3.2,23,25,0.92,0.06,73.91,130,187,0.695,0.42,-3.70%,35.38,61,146,0.418,0.32,24.59,122,156,0.782,34.7,194,337,0.576,0.75,0.251,6.3,35,113,0.31,79.41,450,39.11,0.671,,,,,,,,,0.72,,7,86.1,5,3.9,6.4,4.9,1.5,107.8,96.5,11.3,52,59.2,7.7,27.5,32.3,17,0.526,17.9,0.7,1.1,2.4,46.5,4,3,3,1,0.03,30,41,0.732,0.41,13,36,0.361,0.36,41,47,0.872,42,76,0.553,0.75,24.8,6,7,25,0.28,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-06-07,233.284,3.2,97.3572,120.786,"Columbia, SC",,,11.4375
2019,51,Jr,22.0922,78,Justinian Jessup,Boise St.,MWC,Wing G,No,No,No,,,,,,,32,88.3,3.4,3.2,4.3,3.9,0.5,114,103.6,10.4,55.5,57,1.8,14.9,20,15.4,0.77,10.8,0.54,0.42,2,1.8,1.7,3.5,2.6,4,4,1,0.01,50,32,52,0.615,0.14,6.50%,46.88,48,112,0.429,0.3,20.83,38,50,0.76,13.5,80,164,0.488,0.44,0.558,10.9,84,207,0.406,69.05,371,50.61,0.698,,,,,,,,,0.16,,12,87.2,3.3,2.7,3.8,3.9,-0.1,106.7,106.8,-0.1,51.3,53.2,1.4,14.6,20.9,12.7,0.608,9.4,1.7,2.8,1.4,14.1,2.6,1,1,1,0.01,11,20,0.55,0.13,25,57,0.439,0.38,16,21,0.762,36,77,0.468,0.52,48.3,10.1,27,72,0.375,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-05-23,198.751,2.6,103.639,114.893,"Longmont, CO",,,27
2019,53,Fr,20.6548,83,Charles Bassey,Western Kentucky,CUSA,C,No,No,No,,,,,,,34,77.3,3.2,3.9,5.1,2.8,2.3,112.2,93.4,18.8,64.2,67.3,11,24.6,22.3,5.1,0.229,23.6,1.06,0.24,0.2,8.7,1.5,10.2,3.3,45,50,0.9,0.17,82.22,136,175,0.777,0.58,-5.30%,68.38,43,107,0.402,0.36,62.79,110,143,0.769,47.7,179,280,0.639,0.93,0.067,1.1,9,20,0.45,66.67,300,67.02,0.647,,,,,,,,,1.38,,10,79,3.7,4.1,5.7,3.4,2.3,106.7,91.7,15,63.6,65.3,11.7,24.3,24.5,6.6,0.269,24.2,0.3,7.4,1.6,43.4,3.7,14,16,0.875,0.16,44,53,0.83,0.54,13,41,0.317,0.41,30,43,0.698,57,92,0.62,0.93,7.1,1.3,4,7,0.571,99,,C,81.25,6'9.25'',82.25,6'10.25'',230.2,87,7'3.0'',107.5,8'11.5'',5.9,9,9.5,,33,36,12.19,3.13,3.33,24.51398438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-10-28,254.348,3.3,93.4332,117.593,"Lagos, Nigeria",99,,37.7429
2019,53,Sr,21.6459,74,Justin Wright-Foreman,Hofstra,CAA,Combo G,No,No,No,,,,,,,34,92.8,6.1,2.5,6,7.8,-1.8,120.7,109.9,10.8,59.6,63.7,1.2,11.4,31.5,17.6,0.559,13.2,0.42,0.23,1.1,0.6,1.4,2,2,16,17,0.941,0.03,56.25,106,154,0.688,0.24,5.20%,27.36,111,228,0.487,0.36,11.71,176,204,0.863,32.1,217,382,0.568,0.6,0.399,11.6,108,254,0.425,53.7,636,30.77,0.639,,,,,,,,,0.32,,6,94.7,5.7,2.4,4.1,6.4,-2.3,106.6,111.1,-4.5,50.4,58,1.5,9.2,33.6,14.6,0.435,15.6,0.6,0.5,1.2,39.5,2.4,4,4,1,0.04,21,33,0.636,0.29,11,32,0.344,0.28,42,45,0.933,32,65,0.492,0.57,43,12.2,17,49,0.347,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-10-27,201.713,2,109.887,134.528,"Queens, NY",,,29.4118
2019,54,Fr,23.6665,79,Jalen Slawson,Furman,SC,PF/C,No,No,No,,,,,,,24,10.1,-0.4,0.7,-2,-7.3,5.3,77.6,87.6,-10,36.8,37.6,4,19.9,11.1,6.4,0.577,25.8,2.32,1.34,0.8,9.1,3.3,12.4,8.5,2,2,1,0.11,50,2,5,0.4,0.26,-60.00%,50,2,3,0.667,0.16,50,1,2,0.5,10.5,4,8,0.5,0.42,0.579,5.3,2,11,0.182,100,19,66.67,0.839,,,,,,,,,0.36,,4,5.8,-0.5,0.4,-13,-11.1,-2,63.1,106.5,-43.4,33.3,33.3,6.4,0,11.5,0,0,27.9,0,0,0,0,8.4,1,1,1,0.33,1,1,1,0.33,0,0,0,0,0,0,0,1,1,1,0.33,66.7,6.4,0,2,0,3,,PF,78.5,6' 6.50'',,,221.6,83.75,6' 11.75'',106,8' 10.00'',,9,9,,29,33,11.26,3.29,,25.28050631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-22,31.5611,8.5,87.559,65.7753,"Summerville, SC",,,32.8824
2019,56,Jr,23.3763,75,Grant Riller,Charleston,CAA,Scoring PG,No,No,No,,,,,,,32,88.1,5.4,3.1,5.7,5.6,0.2,120.9,104.3,16.6,58.4,62.4,2.2,10.2,30.1,25.7,0.854,13.1,0.44,0.38,1.7,0.2,2.1,2.3,2,16,16,1,0.03,25,141,200,0.705,0.42,4.70%,15.6,59,126,0.468,0.27,13.56,146,182,0.802,38.3,210,339,0.619,0.71,0.286,7.3,45,136,0.331,50,475,21.31,0.706,,,,,,,,,0.76,,7,93.6,3.8,3.4,1,2.3,-1.4,103.3,103.4,-0.1,52.6,56.5,0.9,11.1,26.9,26.3,0.978,19,1.3,0,1.3,32.6,1.8,3,3,1,0.03,25,38,0.658,0.4,10,24,0.417,0.25,24,31,0.774,35,63,0.556,0.66,33.7,7.1,10,32,0.313,95,,PG-SG,72.25,6'0.25'',73,6'1.00'',178.4,77.25,6'5.25'',96.5,8'0.50'',5.4,8,8.5,,32.5,39.5,11.17,3.07,2.45,24.02561272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-02-08,185.406,2,104.277,131.532,"Orlando, FL",6,,23.8824
2019,58,Jr,21.8759,78,Miye Oni,Yale,Ivy,Wing F,No,No,No,,,,,,,28,74.3,3.2,3.3,4.3,3.3,1,106,98.6,7.4,51.2,55.8,2.5,18.7,28,20.7,0.739,16.9,0.6,0.44,1.4,4.2,1.6,5.8,3.5,22,24,0.917,0.06,50,77,132,0.583,0.36,-1.70%,36.36,30,88,0.341,0.24,30,103,130,0.792,35.1,107,220,0.486,0.59,0.405,9.4,55,150,0.367,80,370,50,0.765,,,,,,,,,0.55,,7,80.3,0.6,3.1,-1.9,-1.1,-0.8,81.2,101.3,-20.1,38.4,45.5,1,19.4,26.5,15.3,0.577,22.1,0.7,2.4,0.9,37.2,3.1,3,4,0.75,0.05,18,30,0.6,0.35,6,19,0.316,0.22,26,32,0.813,24,49,0.49,0.57,43,8.7,6,37,0.162,86,,SG,76.25,6' 4.25'',77.75,6' 5.75'',205.6,82.75,6' 10.75'',100.5,8' 4.5'',4.9,9,10,19,30.5,38.5,11.71,3.17,3.12,24.85986348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-08-04,189.263,3.5,98.5756,117.875,"Northridge, CA",,,26.9722
2019,59,Fr,21.9662,80,Raiquan Gray,Florida St.,ACC,Wing F,No,No,No,,,,,,,36,29.4,0.6,1.8,4.2,-0.3,4.6,98.3,87,11.3,47.8,52.1,6.1,15.4,19.1,11.6,0.607,22.5,1.18,0.72,0.8,1.6,3.8,5.4,5.6,3,4,0.75,0.03,33.33,29,53,0.547,0.46,-0.60%,24.14,11,30,0.367,0.26,18.18,31,43,0.721,37.4,40,83,0.482,0.72,0.278,4.2,10,32,0.313,100,115,38,0.738,,,,,,,,,0.85,,25,32.5,0.8,2,5.8,0.4,5.4,96.9,84.5,12.4,47.7,51.6,6.3,17.3,19.6,12.4,0.633,22.6,0.8,1.8,4.4,33,5.2,2,2,1,0.02,21,38,0.553,0.43,9,24,0.375,0.27,21,29,0.724,30,62,0.484,0.7,29.5,4.6,8,26,0.308,88,,PF,78.5,6'6.5'',79.75,6'7.75'',268.6,82.75,6'10.75'',105,8'9.0'',17.3,9.25,9,,26.5,31.5,11.69,3.25,3.3,30.64234655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-07,99.1012,5.6,86.9971,102.608,"Fort Lauderdale, FL",68.4,,33.0312
2020,2,Fr,19.2365,85,James Wiseman,Memphis,Amer,C,No,No,No,,,,,,,3,5.5,5.3,3.8,17.2,11.9,5.3,140.6,79.1,61.5,76.9,76,21.8,26.5,26.8,4.4,0.164,8.8,0.33,0.05,0.3,13.6,0.8,14.4,2.9,9,10,0.9,0.38,66.67,17,19,0.895,0.73,9.50%,70.59,3,6,0.5,0.23,100,19,27,0.704,103.8,20,25,0.8,0.96,0.038,0.8,0,1,0,0,26,75,0.768,,,,,,,,,2.71,,1,3.6,3.3,4.1,7.5,5.5,2.1,111,73.6,37.4,62.5,64.5,20.6,35.3,28.2,0,0,18.4,0,4.7,0,75,5.5,3,4,0.75,0.5,4,5,0.8,0.63,1,2,0.5,0.25,4,6,0.667,5,7,0.714,0.88,12.5,2.6,0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-31,19.713,2.9,79.139,151.396,"Nashville, TN",100,,31.4286
2020,12,Fr,21.1914,78,Jalen Williams,Santa Clara,WCC,Wing G,Yes,Yes,Yes,,,,,,,31,63.9,0.9,2.6,1.7,-0.5,2.2,102.1,98.4,3.7,50.3,54,1.4,11.1,15.3,12.6,0.824,15.3,1,0.82,1.6,2.2,2.8,5,4.2,8,10,0.8,0.05,75,39,66,0.591,0.36,2.60%,53.85,12,39,0.308,0.21,16.67,43,57,0.754,30.8,51,105,0.486,0.57,0.432,5.5,28,80,0.35,92.86,185,62.03,0.792,,,,,,,,,0.55,,10,73,-0.1,2.4,0,-1.7,1.7,86.2,103.5,-17.3,41,43.7,1.4,9.3,14.6,14.2,0.973,15.4,1.8,1.3,3.2,19.4,3.8,6,8,0.75,0.12,13,23,0.565,0.34,4,18,0.222,0.27,9,13,0.692,17,41,0.415,0.61,38.8,4.9,7,26,0.269,67,,SG,76.5,6' 4.50'',77.75,6' 5.75'',209.2,86.25,7' 2.25'',105.5,8' 9.50'',8.9,8.5,9.5,,33.5,39,11.13,3.11,3.17,25.13009526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-04-14,162.401,4.2,98.4465,95.1818,"Gilbert, AZ",52,,37.6129
2020,17,So,21.0162,80,Trey Murphy III,Rice,CUSA,Wing F,No,No,No,,,,,,,27,68.6,2.7,2.3,2,3,-1,110.3,105.4,4.9,54.3,58,4.4,15.2,20.1,8.5,0.423,13.2,0.66,0.28,0.9,1.5,1.8,3.3,3.5,19,19,1,0.07,68.42,39,50,0.78,0.18,11.30%,56.41,9,38,0.237,0.14,11.11,60,72,0.833,26.1,48,88,0.545,0.32,0.681,12.8,68,188,0.362,88.24,276,71.55,0.861,,,,,,,,,0.22,,6,65.4,2.3,2.4,2.7,3.4,-0.7,102.5,104.5,-2,58.6,60.6,1.9,18.5,20.1,11.3,0.562,20,0.7,1.3,0.9,17.2,2.6,5,5,1,0.09,6,9,0.667,0.16,4,11,0.364,0.19,8,10,0.8,10,20,0.5,0.34,65.5,11.8,16,38,0.421,58,,SF,79.5,6'7.5'',81.25,6'9.25'',206,84,7'0.0'',105.5,8'9.5'',8.1,8.5,9,,34,38,11.65,3.14,3.32,22.91333412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-06-18,157.901,3.5,105.387,110.712,"Durham, NC",,,26.7097
2020,19,Fr,18.6424,80,Jake Laravia,Indiana St.,MVC,PF/C,No,No,No,,,,,,,29,62.4,2.6,2.6,3,2.1,0.9,109.3,97.9,11.4,55.5,57.1,13.1,16.6,23.3,14,0.601,17.5,0.75,0.45,0.9,5.3,1.3,6.6,5.1,10,11,0.909,0.05,80,85,137,0.62,0.66,-6.00%,49.41,14,44,0.318,0.21,35.71,50,80,0.625,38.5,99,181,0.547,0.87,0.13,2.2,11,27,0.407,100,208,52.73,0.79,,,,,,,,,1.93,,8,65.9,3,2,1.2,1.6,-0.4,112.1,105.6,6.5,57,57.7,13.1,16.5,20.4,8.4,0.412,15.8,0.7,3.8,0.9,52,5.1,1,1,1,0.02,17,25,0.68,0.5,7,16,0.438,0.32,15,26,0.577,24,41,0.585,0.82,18,2.6,3,9,0.333,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-03,140.404,5.1,97.8633,115.17,"Indianapolis, IN",,,24.7
2020,23,Fr,21.2407,77,David Roddy,Colorado St.,MWC,Wing F,No,No,No,,,,,,,31,63.3,2.1,2.4,0.6,0.6,0,101.5,99.5,2,48.5,53.3,7.6,17.6,24.7,13.7,0.555,17.7,0.72,0.4,0.9,3.4,1.3,4.7,3.8,11,15,0.733,0.05,72.73,86,128,0.672,0.47,3.60%,45.35,24,70,0.343,0.26,33.33,83,113,0.735,41.4,110,198,0.556,0.73,0.275,5.4,15,75,0.2,93.33,273,48.8,0.745,,,,,,,,,0.88,,12,64.8,1.8,2.5,1.8,0.9,0.9,93.9,99,-5.1,48.5,52.9,6.7,18.8,23.9,14.6,0.611,21.1,0.7,2.5,1.4,33.7,4.3,6,7,0.857,0.07,28,44,0.636,0.44,9,24,0.375,0.24,26,34,0.765,37,68,0.544,0.67,32.7,5.9,8,33,0.242,101,,PF,76.5,6' 4.50'',78,6' 6.00'',260.8,83.5,6' 11.50'',105,8' 9.00'',11.6,8.75,10,,27,35.5,10.75,3.22,3.1,31.32853176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-27,156.733,3.8,99.5302,108.899,"Minneapolis, MN",19.4,,27.8
